contrato;tipo_archivo_recaudo;periodo;mes;total_recaudo;total_transacciones;periodo_mes
industria y comercio;virtual;2019;2;17345795930;10467;2019-2-1
ingresos no tributarios;presencial;2019;2;20914711627;119321;2019-2-1
ingresos no tributarios;virtual;2019;2;6666379;15;2019-2-1
multas codigo de policia;presencial;2019;2;237834979;477;2019-2-1
otros ingresos;presencial;2019;2;1,0113E+11;428;2019-2-1
otros ingresos;virtual;2019;2;2219012509;271;2019-2-1
publicidad exterior visual;presencial;2019;2;52465133;177;2019-2-1
publicidad exterior visual;virtual;2019;2;11097896;49;2019-2-1
recursos fonset;presencial;2019;2;2745134000;4;2019-2-1
recursos fonset;virtual;2019;2;1171653000;20;2019-2-1
rentas contractuales;presencial;2019;2;3864695277;589;2019-2-1
rentas contractuales;virtual;2019;2;232926796;46;2019-2-1
retencion ica;presencial;2019;2;71015186;15;2019-2-1
retencion ica;virtual;2019;2;40671230;36;2019-2-1
servicios;presencial;2019;2;1780965252;33037;2019-2-1
servicios;virtual;2019;2;324751;2;2019-2-1
sobretasa a la gasolina;presencial;2019;2;8642997000;8;2019-2-1
transferencias;presencial;2019;2;1913867868;8;2019-2-1
transferencias;virtual;2019;2;1088249484;31;2019-2-1
alumbrado publico;presencial;2019;3;9267857234;309;2019-3-1
alumbrado publico;virtual;2019;3;51344;1;2019-3-1
circulacion y transito;presencial;2019;3;9000001754;3152;2019-3-1
circulacion y transito;virtual;2019;3;7088620;111;2019-3-1
cuotas partes jubilatorias;presencial;2019;3;217783461;48;2019-3-1
deguello de ganado;presencial;2019;3;166170200;1;2019-3-1
deguello de ganado;virtual;2019;3;70178400;1;2019-3-1
delineacion urbana;presencial;2019;3;857207680;330;2019-3-1
delineacion urbana;virtual;2019;3;515845238;13;2019-3-1
espectaculos publicos;presencial;2019;3;56854748;2;2019-3-1
espectaculos publicos;virtual;2019;3;489994865;6;2019-3-1
estampilla procultura;presencial;2019;3;4379000;2;2019-3-1
estampilla procultura;virtual;2019;3;123971000;5;2019-3-1
impuesto predial;presencial;2019;3;59105197704;227454;2019-3-1
impuesto predial;virtual;2019;3;12674860769;13949;2019-3-1
impuesto telefonico;presencial;2019;3;1858228251;36;2019-3-1
industria y comercio;presencial;2019;3;49244531079;35435;2019-3-1
industria y comercio;virtual;2019;3;19367455222;10894;2019-3-1
ingresos no tributarios;presencial;2019;3;13616469126;129258;2019-3-1
ingresos no tributarios;virtual;2019;3;124886028;15;2019-3-1
multas codigo de policia;presencial;2019;3;200983767;498;2019-3-1
otros ingresos;presencial;2019;3;3,05442E+11;534;2019-3-1
otros ingresos;virtual;2019;3;5591431182;209;2019-3-1
publicidad exterior visual;presencial;2019;3;90421677;302;2019-3-1
publicidad exterior visual;virtual;2019;3;9451648;39;2019-3-1
recursos fonset;presencial;2019;3;2895027000;4;2019-3-1
recursos fonset;virtual;2019;3;2569872000;28;2019-3-1
rentas contractuales;presencial;2019;3;3710469425;558;2019-3-1
rentas contractuales;virtual;2019;3;349737383;39;2019-3-1
retencion ica;presencial;2019;3;1975353243;190;2019-3-1
retencion ica;virtual;2019;3;3931642295;731;2019-3-1
servicios;presencial;2019;3;1604018876;26111;2019-3-1
servicios;virtual;2019;3;1073023;9;2019-3-1
sobretasa a la gasolina;presencial;2019;3;6049283000;6;2019-3-1
transferencias;presencial;2019;3;2695043021;6;2019-3-1
transferencias;virtual;2019;3;1091836515;33;2019-3-1
alumbrado publico;presencial;2019;4;5781918786;1977;2019-4-1
alumbrado publico;virtual;2019;4;15870;2;2019-4-1
circulacion y transito;presencial;2019;4;9934108595;4742;2019-4-1
circulacion y transito;virtual;2019;4;7904576;114;2019-4-1
cuotas partes jubilatorias;presencial;2019;4;76177530;41;2019-4-1
deguello de ganado;presencial;2019;4;175104000;1;2019-4-1
deguello de ganado;virtual;2019;4;72686400;1;2019-4-1
delineacion urbana;presencial;2019;4;1486030328;300;2019-4-1
delineacion urbana;virtual;2019;4;1879085000;14;2019-4-1
espectaculos publicos;presencial;2019;4;4005173;1;2019-4-1
espectaculos publicos;virtual;2019;4;586657502;7;2019-4-1
estampilla procultura;presencial;2019;4;51129000;2;2019-4-1
estampilla procultura;virtual;2019;4;175913000;7;2019-4-1
impuesto predial;presencial;2019;4;43679942598;115933;2019-4-1
impuesto predial;virtual;2019;4;11658456100;14109;2019-4-1
impuesto telefonico;presencial;2019;4;2237810746;28;2019-4-1
industria y comercio;presencial;2019;4;17579685376;32321;2019-4-1
industria y comercio;virtual;2019;4;26588117902;11058;2019-4-1
ingresos no tributarios;presencial;2019;4;33720980224;123018;2019-4-1
ingresos no tributarios;virtual;2019;4;18095022;4;2019-4-1
multas codigo de policia;presencial;2019;4;216782242;411;2019-4-1
otros ingresos;presencial;2019;4;1,54014E+11;418;2019-4-1
otros ingresos;virtual;2019;4;2400375660;167;2019-4-1
publicidad exterior visual;presencial;2019;4;113119839;274;2019-4-1
publicidad exterior visual;virtual;2019;4;5001240;25;2019-4-1
recursos fonset;presencial;2019;4;6314855000;6;2019-4-1
recursos fonset;virtual;2019;4;4556759000;70;2019-4-1
rendimientos financieros y recursos no ejecutados;presencial;2019;4;31572331;1;2019-4-1
rentas contractuales;presencial;2019;4;1075670270;573;2019-4-1
rentas contractuales;virtual;2019;4;457755752;51;2019-4-1
retencion ica;presencial;2019;4;1363628000;1;2019-4-1
retencion ica;virtual;2019;4;13457150;9;2019-4-1
servicios;presencial;2019;4;1576492909;23303;2019-4-1
servicios;virtual;2019;4;645507;3;2019-4-1
sobretasa a la gasolina;presencial;2019;4;9016678000;8;2019-4-1
transferencias;presencial;2019;4;11503194004;9;2019-4-1
transferencias;virtual;2019;4;1069138003;32;2019-4-1
alumbrado publico;presencial;2019;5;5693721490;3426;2019-5-1
alumbrado publico;virtual;2019;5;64683;1;2019-5-1
circulacion y transito;presencial;2019;5;1605064023;4078;2019-5-1
circulacion y transito;virtual;2019;5;5163460;41;2019-5-1
cuotas partes jubilatorias;presencial;2019;5;127737978;49;2019-5-1
deguello de ganado;presencial;2019;5;167967600;1;2019-5-1
deguello de ganado;virtual;2019;5;72720600;1;2019-5-1
delineacion urbana;presencial;2019;5;1596411665;301;2019-5-1
delineacion urbana;virtual;2019;5;3784548000;15;2019-5-1
espectaculos publicos;presencial;2019;5;3167170;5;2019-5-1
espectaculos publicos;virtual;2019;5;734856853;11;2019-5-1
estampilla procultura;presencial;2019;5;123351376;3;2019-5-1
estampilla procultura;virtual;2019;5;175472000;8;2019-5-1
impuesto predial;presencial;2019;5;72471333937;260134;2019-5-1
impuesto predial;virtual;2019;5;24023879726;21576;2019-5-1
impuesto telefonico;presencial;2019;5;2407944906;19;2019-5-1
industria y comercio;presencial;2019;5;54000181328;34878;2019-5-1
industria y comercio;virtual;2019;5;28293172258;11213;2019-5-1
ingresos no tributarios;presencial;2019;5;13740730808;123743;2019-5-1
ingresos no tributarios;virtual;2019;5;7021009;12;2019-5-1
multas codigo de policia;presencial;2019;5;140218570;381;2019-5-1
otros ingresos;presencial;2019;5;1,64778E+11;467;2019-5-1
otros ingresos;virtual;2019;5;8417039283;214;2019-5-1
publicidad exterior visual;presencial;2019;5;95638188;279;2019-5-1
publicidad exterior visual;virtual;2019;5;1062000;9;2019-5-1
recursos fonset;presencial;2019;5;5478976000;8;2019-5-1
recursos fonset;virtual;2019;5;3233087000;88;2019-5-1
rendimientos financieros y recursos no ejecutados;presencial;2019;5;14964827;1;2019-5-1
rentas contractuales;presencial;2019;5;6737472236;556;2019-5-1
rentas contractuales;virtual;2019;5;294672056;53;2019-5-1
retencion ica;presencial;2019;5;2058704256;184;2019-5-1
retencion ica;virtual;2019;5;4436030762;736;2019-5-1
servicios;presencial;2019;5;1715370485;24722;2019-5-1
servicios;virtual;2019;5;419948;3;2019-5-1
sobretasa a la gasolina;presencial;2019;5;8983889000;8;2019-5-1
transferencias;presencial;2019;5;11249566559;6;2019-5-1
transferencias;virtual;2019;5;1307770049;34;2019-5-1
alumbrado publico;presencial;2019;6;6424892744;3546;2019-6-1
alumbrado publico;virtual;2019;6;78257743;3;2019-6-1
circulacion y transito;presencial;2019;6;1752672645;2575;2019-6-1
circulacion y transito;virtual;2019;6;944916;24;2019-6-1
cuotas partes jubilatorias;presencial;2019;6;156987775;42;2019-6-1
deguello de ganado;presencial;2019;6;195620200;1;2019-6-1
deguello de ganado;virtual;2019;6;74426800;1;2019-6-1
delineacion urbana;presencial;2019;6;1193145324;255;2019-6-1
delineacion urbana;virtual;2019;6;1277361000;17;2019-6-1
espectaculos publicos;presencial;2019;6;38255587;3;2019-6-1
espectaculos publicos;virtual;2019;6;151430686;3;2019-6-1
estampilla procultura;presencial;2019;6;67341000;1;2019-6-1
estampilla procultura;virtual;2019;6;197429000;8;2019-6-1
impuesto predial;presencial;2019;6;38712318632;140723;2019-6-1
impuesto predial;virtual;2019;6;8025549848;11039;2019-6-1
impuesto telefonico;presencial;2019;6;2369160577;26;2019-6-1
industria y comercio;presencial;2019;6;21571815386;32594;2019-6-1
industria y comercio;virtual;2019;6;29326867713;10853;2019-6-1
ingresos no tributarios;presencial;2019;6;12632960345;111943;2019-6-1
ingresos no tributarios;virtual;2019;6;53666269;18;2019-6-1
multas codigo de policia;presencial;2019;6;133391924;283;2019-6-1
otros ingresos;presencial;2019;6;17922585727;439;2019-6-1
otros ingresos;virtual;2019;6;3241464124;208;2019-6-1
otros ingresos tributarios;presencial;2019;6;18935958;1;2019-6-1
publicidad exterior visual;presencial;2019;6;84041133;303;2019-6-1
publicidad exterior visual;virtual;2019;6;17177;2;2019-6-1
recursos fonset;presencial;2019;6;5655525000;5;2019-6-1
recursos fonset;virtual;2019;6;3097194000;132;2019-6-1
rendimientos financieros y recursos no ejecutados;presencial;2019;6;231194630;7;2019-6-1
rendimientos financieros y recursos no ejecutados;virtual;2019;6;561170744;15;2019-6-1
rentas contractuales;presencial;2019;6;3704322380;464;2019-6-1
rentas contractuales;virtual;2019;6;215001360;38;2019-6-1
retencion ica;presencial;2019;6;510000;1;2019-6-1
retencion ica;virtual;2019;6;10836173;17;2019-6-1
servicios;presencial;2019;6;1395437300;22827;2019-6-1
servicios;virtual;2019;6;302974;2;2019-6-1
sobretasa a la gasolina;presencial;2019;6;9673377000;8;2019-6-1
transferencias;presencial;2019;6;4965295783;5;2019-6-1
transferencias;virtual;2019;6;1307770049;34;2019-6-1
alumbrado publico;presencial;2019;7;5639531124;517;2019-7-1
circulacion y transito;presencial;2019;7;4104226212;3607;2019-7-1
circulacion y transito;virtual;2019;7;1680064;35;2019-7-1
cuotas partes jubilatorias;presencial;2019;7;1592205167;42;2019-7-1
deguello de ganado;presencial;2019;7;171585200;1;2019-7-1
deguello de ganado;virtual;2019;7;72796600;1;2019-7-1
delineacion urbana;presencial;2019;7;1059700938;274;2019-7-1
delineacion urbana;virtual;2019;7;1046492000;15;2019-7-1
espectaculos publicos;presencial;2019;7;30274592;5;2019-7-1
espectaculos publicos;virtual;2019;7;343952413;6;2019-7-1
estampilla procultura;presencial;2019;7;44662000;1;2019-7-1
estampilla procultura;virtual;2019;7;238008000;8;2019-7-1
impuesto predial;presencial;2019;7;61015379515;147992;2019-7-1
impuesto predial;virtual;2019;7;26837781220;22703;2019-7-1
impuesto telefonico;presencial;2019;7;2150561196;17;2019-7-1
industria y comercio;presencial;2019;7;57294623507;30983;2019-7-1
industria y comercio;virtual;2019;7;27823212723;9031;2019-7-1
ingresos no tributarios;presencial;2019;7;15040433215;134974;2019-7-1
ingresos no tributarios;virtual;2019;7;82607794;20;2019-7-1
multas codigo de policia;presencial;2019;7;114623131;308;2019-7-1
otros ingresos;presencial;2019;7;2,2295E+11;610;2019-7-1
otros ingresos;virtual;2019;7;7875522527;286;2019-7-1
publicidad exterior visual;presencial;2019;7;105622972;267;2019-7-1
recursos fonset;presencial;2019;7;4961300152;7;2019-7-1
recursos fonset;virtual;2019;7;2851390000;73;2019-7-1
rentas contractuales;presencial;2019;7;4163853083;643;2019-7-1
rentas contractuales;virtual;2019;7;562289008;59;2019-7-1
retencion ica;presencial;2019;7;6767579577;198;2019-7-1
retencion ica;virtual;2019;7;3987463060;797;2019-7-1
servicios;presencial;2019;7;1846795360;27553;2019-7-1
sobretasa a la gasolina;presencial;2019;7;9114619000;8;2019-7-1
transferencias;presencial;2019;7;14731149521;7;2019-7-1
transferencias;virtual;2019;7;1948380652;33;2019-7-1
alumbrado publico;presencial;2019;8;6014078540;518;2019-8-1
alumbrado publico;virtual;2019;8;80602100;1;2019-8-1
circulacion y transito;presencial;2019;8;2945084952;1217;2019-8-1
circulacion y transito;virtual;2019;8;779940;9;2019-8-1
cuotas partes jubilatorias;presencial;2019;8;240011023;55;2019-8-1
deguello de ganado;virtual;2019;8;269176800;2;2019-8-1
delineacion urbana;presencial;2019;8;2085938261;247;2019-8-1
delineacion urbana;virtual;2019;8;560637000;8;2019-8-1
espectaculos publicos;presencial;2019;8;74543354;11;2019-8-1
espectaculos publicos;virtual;2019;8;738998209;9;2019-8-1
estampilla procultura;presencial;2019;8;61275000;1;2019-8-1
estampilla procultura;virtual;2019;8;200845397;12;2019-8-1
impuesto predial;presencial;2019;8;49696291586;204629;2019-8-1
impuesto predial;virtual;2019;8;12513194052;13611;2019-8-1
impuesto telefonico;presencial;2019;8;2279490006;18;2019-8-1
industria y comercio;presencial;2019;8;19574893282;28163;2019-8-1
industria y comercio;virtual;2019;8;23134036272;9179;2019-8-1
ingresos no tributarios;presencial;2019;8;7387602338;23383;2019-8-1
ingresos no tributarios;virtual;2019;8;82668585;8;2019-8-1
movilidad;presencial;2019;8;15690663405;49365;2019-8-1
multas codigo de policia;presencial;2019;8;102598050;273;2019-8-1
otros ingresos;presencial;2019;8;1,61199E+11;442;2019-8-1
otros ingresos;virtual;2019;8;16690168867;249;2019-8-1
publicidad exterior visual;presencial;2019;8;167539040;405;2019-8-1
publicidad exterior visual;virtual;2019;8;3783200;1;2019-8-1
recursos fonset;presencial;2019;8;1704369000;6;2019-8-1
recursos fonset;virtual;2019;8;3293413534;106;2019-8-1
rendimientos financieros y recursos no ejecutados;presencial;2019;8;9456834;4;2019-8-1
rentas contractuales;presencial;2019;8;4171148806;615;2019-8-1
rentas contractuales;virtual;2019;8;365381862;49;2019-8-1
retencion ica;presencial;2019;8;826000;1;2019-8-1
retencion ica;virtual;2019;8;14397000;9;2019-8-1
servicios;presencial;2019;8;1052172773;11456;2019-8-1
sobretasa a la gasolina;presencial;2019;8;9716250000;8;2019-8-1
transferencias;presencial;2019;8;11205702492;4;2019-8-1
transferencias;virtual;2019;8;2421245265;39;2019-8-1
alumbrado publico;presencial;2019;9;5808246006;1048;2019-9-1
alumbrado publico;virtual;2019;9;79916173;1;2019-9-1
circulacion y transito;presencial;2019;9;1216619250;1232;2019-9-1
circulacion y transito;virtual;2019;9;406850;15;2019-9-1
cuotas partes jubilatorias;presencial;2019;9;1160503078;47;2019-9-1
deguello de ganado;presencial;2019;9;10951935;1;2019-9-1
deguello de ganado;virtual;2019;9;272323200;2;2019-9-1
delineacion urbana;presencial;2019;9;1037410126;264;2019-9-1
delineacion urbana;virtual;2019;9;1290081000;9;2019-9-1
espectaculos publicos;presencial;2019;9;32747502;6;2019-9-1
espectaculos publicos;virtual;2019;9;562014175;8;2019-9-1
estampilla procultura;presencial;2019;9;33488000;2;2019-9-1
estampilla procultura;virtual;2019;9;222436000;8;2019-9-1
impuesto predial;presencial;2019;9;33508573443;123190;2019-9-1
impuesto predial;virtual;2019;9;6843757504;8448;2019-9-1
impuesto telefonico;presencial;2019;9;2138233003;29;2019-9-1
industria y comercio;presencial;2019;9;52433387265;24866;2019-9-1
industria y comercio;virtual;2019;9;22373627658;8717;2019-9-1
ingresos no tributarios;presencial;2019;9;8012434724;1812;2019-9-1
ingresos no tributarios;virtual;2019;9;33227161;13;2019-9-1
movilidad;presencial;2019;9;16673380941;59405;2019-9-1
multas codigo de policia;presencial;2019;9;107901162;242;2019-9-1
otros ingresos;presencial;2019;9;31576904731;392;2019-9-1
otros ingresos;virtual;2019;9;697684149;61;2019-9-1
publicidad exterior visual;presencial;2019;9;68014002;229;2019-9-1
publicidad exterior visual;virtual;2019;9;1197;1;2019-9-1
recursos fonset;presencial;2019;9;8989662374;6;2019-9-1
recursos fonset;virtual;2019;9;3511277453;97;2019-9-1
rendimientos financieros y recursos no ejecutados;presencial;2019;9;1459046637;49;2019-9-1
rendimientos financieros y recursos no ejecutados;virtual;2019;9;2911068852;203;2019-9-1
rentas contractuales;presencial;2019;9;3727779764;526;2019-9-1
rentas contractuales;virtual;2019;9;350558188;47;2019-9-1
retencion ica;presencial;2019;9;2372665456;182;2019-9-1
retencion ica;virtual;2019;9;4840786806;793;2019-9-1
servicios;presencial;2019;9;852325742;7861;2019-9-1
sobretasa a la gasolina;presencial;2019;9;9986189000;8;2019-9-1
transferencias;presencial;2019;9;12007779999;5;2019-9-1
transferencias;virtual;2019;9;492448897;26;2019-9-1
alumbrado publico;presencial;2019;10;5742654764;319;2019-10-1
